,full_text,Label
1447,"""Double"" Tolol lu ahhRT @ariefdhani: Doubel face ! muka lu tuh bermuka dua udah kaya pantat jangan sok nge bela deh lu anjing kontol memek !",1
1448,"@indahsexy__ ulangi gerakannya geser kebawah sampai anus trus keatas lagi sampai memek indah sekarang 2 jari, kontol mas mulai membesar lagi",1
1449,"Pengen bantu, tp aku aja ga ada duit :( RT @aprieltumorang: Bayar che.co pun ga mampu loooh, mas bayar pake remas tetek aja boleh,",1
1450,Janganlah kamu mmbunuh dirimu; sesugguhnya Allah Maha Pnyayang kepdamu.(Al-Nisa: 29). Pelaku bom bunuh diri adlah kafir atas nikmat Allah..,0
1451,"Kelompok mahasiswa pro khilafah aja nis RT @OmDennis: Hmm fpi mau dibubarin, tifatul sudah bukan menkominfo. Aku harus nge-troll siapa lagi?",1
1452,"HAHAHA NGAQAQRT @rifaputra: Gua bilangin pcr gua lu-_-"" RT @memetetek: @rifaputra kontol lo mau gw sepong gak DM in dong nomer",3
1453,"""Ehh TAIK, Bangsat lo, Omongan elo kayak IwAn bopeng, yg MO potong leher TNI, Bangsat lo IwAn bopeng, baek2in TNI. TAIK LO,""",1
1454,"R: Sapi : Coba elo bayangin,ampir tiap ari susu gw di elus2, dipencet-pencet, diremas-remas, tapi manusia durjana itu ga pernah nikahin gw",3
1455,"Karena anak band sudah terlalu banyak, makanya gue rajin minum susu biar jadi anak sehat. Ayo semua, remas susu! #soundswrong",3
1456,"betul @MasTBP_  repot dn ribet hidup mrk tp kadang sangat gampang mrk mau ke surga cukup teriak bunuh kafir tp takut sama budaya org kafir, toh org kafir tdk pernah rebutan surga dgn mrk klo diajak jg gk ada yg berani ikut,,soalnya di surga mrk byk yg bekas bom bunuh diri",1
1457,"Begini neng, gua jelaskeun. Jika bermain kata bom di pesawat saja nga boleh apalagi bermain kata kafir. Ngerti neng?

Bermain, apapun itu alasannya. Begitu neng. :)",1
1458,"Ayo bang Panasin Tempat Tidur bang
pic.twitter.com/BfQHHPt0fU
#bokep #bokepindo #bokepjepang #bokepsma #bokepjav #bispak #bisyar #memekbasah #janda #tantegirang #ceweknakal #openbo #cewekbookingan #cewekbispak #ngentot #ngewe
#filmSemi",3
1459,"@BasherRL heh kontol, jan sok pemes lu di rp, muka kek memek, org tua lu kek monyet, agama lu aje agama kontol 38",1
1460,"@BasherRL heh kontol, jan sok pemes lu di rp, muka kek memek, org tua lu kek monyet, agama lu aje agama kontol 38",1
1461,"@BasherRL heh kontol, jan sok pemes lu di rp, muka kek memek, org tua lu kek monyet, agama lu aje agama kontol 38",1
1462,"BAHAN COLI 
#bokepsemi #bokepindo #sepong #amoy #bisyar #lonte #jablay #crot #igo #amoysange #panlok #sange #ngewe #memek #tante #ngentot #sex #janda #sexy #bispak #birahi #toket #puting #jilmek #seks #kontol #SANGE_AAAAAAAAAAHpic.twitter.com/ZMKUFFitba",3
1463,"Lu yang katrok udah untung dibuatin, jangan ngomong doang coba buktiin bisa lebih bagus ga dari itu ?! Kalo bisa baru ngomong katrok! Jangan ngusik orang terus ngaca dulu sama diri sendiri sana, punya kaca kan di rumah?",1
1464,yg punya tanah air udara diseluruh bumi aja ga usir kafir dari bumi..semuanya boleh hidup disini..lha ini kyiai apa..usir usir orang seenak mulut...semuanya aka dimakan tanah dan air dikuburan..jgn terlalu agung agungkan tanah air..,1
1465,Kwkwkw kecebong.. bukan terganggu tapi miris lihat cina ngaku2 ustad dgn dakwa pecah belah dan mau dirikan khilafah di negeri ini.. sono dirikan di negeri lu Hongkong,1
1466,"Aku mau ""@Harrys47817627: Memek memek basah,pada kmana nih,menjelang pagi kontol ngaceng makin keras minta di masukin ke memek anget,;""",3
1467,"tau tau yg putih RT @KusumaWullan Bkn item lg, tp gosong! Haha (σ`▽´)-σ RT @GMsamanthaa: item dong-_-RT KusumaWullan Eh orang papua",1
1468,"""kebiadaban ahok cina kafir rakyat kecil yg jadi PKL & asongan2 digusur2 dan dianiaya spt teroris, ahok kafir biadab""",1
1469,"@B3nny_77 @engkongniy @gunawan_smd Mantap ben.di fb tu si arif mao ganyang cina,gw maki hbs2an ben.akunnya skrg ilang.sok hebat.",1
1470,"Jadi saat pilpres nanti, kalo ada yg teriak ""Ganyang Cina, Ganyang Kafir, Ganyang PKI ... dsb"" bukti mereka tidak pernah baca sejarah. Sesungguhnya mereka adalah cermin Pemimpin negeri kita kedepan. 

Jadi ngak usah bingung utk memilih, istiqorah ajah semoga di kasih petunjuk",1
1471,"@BasherRL heh kontol, jan sok pemes lu di rp, muka kek memek, org tua lu kek monyet, agama lu aje agama kontol 38",3
1472,"Nah, di Indonesia ini kan blm ada kafir yg ngrecoki Islam pake bom, pake AK47, pake dor-doran. Ngapain ente main dor dan main bom? Konyol!",1
1473,Cakep #bokep #mendesah #desah #ml #desahan #igohot #igoindo #igosma #memek #mesum #tante #bokep2018 #ngemut #boking #bo #igo #booking #crot #sepong #nyepong #kontol #sange #abgsexy #videobokep2018 #cewekseksi #bispak #bisyar #ceweknakal #ngentotpic.twitter.com/PF9jROr9TS,3
1474,"Memek basah,biji peler busuk,kontol borokan  RT @winonion: RT @premanGank: Mau frontal tapi setengah setengah mau nulis ta* fu*k, anj*ng",1
1475,"Inilah jk sangklek alias pemikiran radikal. Apa yg disampaikan ""gebuk"" itu krn jelas HTI ingin merubah sistem di NKRI. Jk ""baik-baik"" sj apa akan terjadi. Jujurlah diakui bhw HTI memang ada misi dirikan KHILAFAH? 
http://www.swamedium.com/2018/09/01/surat-terbuka-untuk-ketum-gp-ansor/ …",1
1476,"Hehe,. isu papua merdeka sudah di depan mata. BIN nya ngantuk, TNI nya bingung, POLRI nya galau dan Presiden nya sibuk pencitraan. 

#Goblok",1
1477,Remas dan Netek Susu Cewek Mulus SMA Baru Numbuh:   Foto Hot Remas dan Netek Susu Cewek Mulus SMA Baru Numbuh... http://bit.ly/2d1oRSh ,3
1478,"@BasherRL heh kontol, jan sok pemes lu di rp, muka kek memek, org tua lu kek monyet, agama lu aje agama kontol 38",3
1479,Mengenai tafsir at-taubah:40..rasullulah saw sempat di usir oleh kaum kafir yg dilakukannya dakwah di kota mekah #melingkar,1
1480,"Udah rakab aja dulu biar woles RT @rakasatriaa: Punya bokap tapi lupa sama anak, ga berasa punya anak kali ya ??? Pengen nya ngewe nya doang",1
1481,"fb tdk aktif krn dibully mati2an, thu sndiri, ktika sdh dicap liberal kafir oleh ""mereka"", aksi mmbully sprti BOM, dtngg tiba2 dan mematikn.",1
1482,"twit #parah !! RT @DEADRA_ Msh bugil dikamar , puting aku kok warna nya pink yaaa ? Memek msh sempit nih baru 1 kali digenjot doang hehe",1
1483,Aduuuuuuh... If u're joking pls think about ur gf! RT @King_Nt: Undangan pernikahan all the time.. Pada sange ya people.. Jd pengen ngewe..,3
1484,"Rahmatan lil 'aalamin gak harus seluruh dunia jadi orang Islam. Ketika dengan adanya Islam, seluruh umat manusia merasakan manfaat, itu sudah tercapai, jelas cara mencapainya adalah dengan akhlak yang baik bukan berdirinya khilafah",0
1485,"Kata atheis liberal: islam adalah teroris,tapi yg bom hirosima,perang dunia 1 dan 2 yg nyerang vietnam,itu teroris asli yaitu kafir hihi",1
1486,"Sapi: ""Coba elo bayangin, ampir tiap ari susu gue di elus-elus, dipencet-pencet, diremas-remas, tapi manusia durjana itu ga pernah ->",3
1487,"""PRT gue ikut demo ganyang Cina, pas pulang dimarahin nyokap. Curhat ke gue bilang 'kenapa islam selalu disalahkan'."" - teman bermarga Lim",2
1488,"Ternyata pelaku bom bunuh diri nama kecilnya Pino. Karna sakit2an mulu, nama diganti jd nama kafir, Yosepa. Sembuh eh malah ngebom kafir :p",1
1489,"Ancen panggen'e wong kafir""@milzamzulhazmi: Israel iki njaluk keplak'i RT ""@tvOneNews: Israel Usir Pemain Sepak Bola Palestina Ibrahim Wadi",1
1490,"[The meaning of Islam]: 1923 Mustafa Kemal Ataturk dirikan Republik Turki dan sistem Khalifah/Khilafah BERAKHIR diganti Demokrasi, Nasionalis, Republik, Presiden pemilu Rakyat. NOW, Khilafah dirindukan= seburuk-buruk zaman Khilafah, masih ISLAMI. Anda setuju, nolak, atau bingung?",0
1491,"Wkwk tampol jan pake aer RT @ojaneojan: Sape si yg nelfon pk unkown number tbtb ngmng ""woy ngentot"" pengen dikata apaansi?",1
1492,Haha mainlah kau benda F2P. Cancer habis2an. TF2 pun lepas F2P terus cancer. Suara tak pecah jembut pun botak sembang je lebat,3
1493,"Cth Kilafah di Timur tengah
perang sesama muslim.jihadnya bom bunuh diri jd budak sex.yg ga seiman kafir bunuh
spt ISIS&jd teroris...lo ko mau ganti Pancasila dgn kilafah.",1
1494,Remas dan Netek Susu Cewek Mulus SMA Baru Numbuh:   Foto Hot Remas dan Netek Susu Cewek Mulus SMA Baru Numbuh... http://bit.ly/2d1oRSh ,3
1495,"provoktor RT @irachy *ganyang RT ""@refaatz: Dtangmi semargax Wulan RT @irachy: Awaskoo faat.. RT ""@wulansumampow: Bknka cina nahh z laporko",1
1496,"Akhirnya gua ngajakin member REMAS SUSU buat ngumpul bareng.

Gua sama Deana ( @KJENNIEETR ) berangkat dari rumah ke warkop deket perempatan. Disana udah ada Kathilen ( @YEWONETR ). Sebenernya ada Dara  juga ( @MINAETR ) tp bodo amat ga usah di perduliin.",3
1497,"Yg pro kumunis + Cina mending ga usa brisik amat dah .mojok2in islam , ntar kena ame tukang sapu jalanan kapok loe pade, ""ganyang ahok. !!",1
1498,Cerita 17 tahun bokep 17 com: 3gp Video Bokep 17Tahun Cewek Bule Cakep Toge tapi Memek Sempit. pertamanya saya k... http://bit.ly/ecZqLq,3
1499,"abang -_- RT @rifaputra: Gua bilangin pcr gua lu-_-"" RT @memetetek: @rifaputra kontol lo mau gw sepong gak DM in dong nomer",3
1500,"@ely_susianti : Saya tdk bisa memaafkan kalau Kristen dibawa-bawa buat minta Papua Merdeka, para Sapi2 goblok cuma liat cacing  @suaralit",1
1501,Awas Ngiler! Cewek Mulus ini Bugil Ngangkang Sambil Remas Susu Mantap Jiwa!!! http://www.model18plus.com/2018/01/12/awas-ngiler-cewek-mulus-ini-bugil-ngangkang-sambil-remas-susu-mantap-jiwa/ … lewat @Model18plus: Situs Majalah Pria Dewasa 18+ Indonesia,3
1502,"Di sini jg banyak suara2 miring ""ngapain sih mikirin Ahok?"". Goblok. Orang2 yg merasa ny/aman dlm gelembung ilusi ""papua tanah damai"".",1
1503,"@BasherRL heh kontol, jan sok pemes lu di rp, muka kek memek, org tua lu kek monyet, agama lu aje agama kontol 38",1
1504,"@sharingmaya Panjang 29cm, berurat, tegang, dan penuh dng peju!..Malam ini kontol aku buat kamu, dear.. #sange #memek #ngentot #horni #sex",3
1505,"Bandel nih gamau pergi aja tamunya :(""@poppy_pujiawati: Usir pulang aja :p ""@Nikewidiawati: Gw tuh bukan kafir tapi gw lagi ada tamu mas",1
1506,"gw jualan susu kebo RT @CheeSaey: Jualan santan lo? (¬_ ¬͡͡"") RT @tkjfauzan: gw suka meremas remas RT @CheeSaey: Gw ga suka majas² (˘̯˘)",1
1507,Knp warga etnis tiong hoa di ibukota spt khawatir yg berlebihan mendengar ada isu ganyang cina #tanya ke ahok aja knp !#,1
1508,"Yuk Yang Mau Nyobain Telanjangin Aku Terus Remas"" Tetek Aku Juga Jilat"" Memek Aku Sampe Becek
Yuk Sayang Isi Slotnya Untuk BO Juga BJ",3
1509,"Sumpahka. Jgn ganyang sy RT @diadholadiad: Bohong RT @unclecha: Saya bukan orang cina. Saya cuma keturunan tionghoa, tapi saya orang Indones",1
1510,"don't feel well DM's are open

http://bit.ly/2OjnVrJ 
#sange #ngewe #memek #tante #ngentot #janda y #bispak #birahi #toket #puting #jilmek #sangek #kontol #abg #pentil #payudara #bokep #bokepsemi #bokepindo #sepong #binalhttp://turk.aflam-king.com/8.html ",3
1511,Tak kan sama dgn kena bom dgn org kafir. Perasaan dia.Sakit dia.Tak kan sama.Jadi tutup mulut kunci tangan kalau tak.ada benda baik nakcakap,1
1512,Y RT @suciirawan: Sabar ndu sbar ! :DRT @Pandunwn: Lg pengen ngentot gw RT @suciirawan: Si @Pandunwn lg kenapaa yaah dia ? Tumben hehehe,1
1513,"Situ yang mempersempit arti pancasila. Pancasila nggak bertentangan dengan khilafah. Sila kelima jangan lu kata cuman rumusan togel ya... 
Dalam pembukaan UUD 45 penjajahaan diatas dunia harus dihapuskan",1
1514,"@BasherRL heh kontol, jan sok pemes lu di rp, muka kek memek, org tua lu kek monyet, agama lu aje agama kontol 38",1
1515,"""Ni kontolq msh anget say @Fatikasari69: Ayo kontol siapa yg masuk duluan ahhhh hajar memek tika yg ganas ini kita pesta muncret baby ohhhh""",3
1516,Bagi saya seorang muslim khilafah itu baik dan banyak manfaatnya sistem khilafah terbukti jaman Rasul dan Sahabatnya menerapkan dan berhasil...Tapi tentu kondisi saat ini yang majemuk kita harus menyesuaikan Tapi tidak meninggalkan...bagi saya khilafah bukan HTI semata..tp sistem,0
1517,Dasar si Kutil babi ahok memang Tukang Bohong. selain Bohong ahok jg biasa Menyalahkan yg lain menutupi Kegagalan nya . contoh soal banjir,1
1518,Setelah tahun 2000an ada sepupu yg mo merit dgn kafir kyk gue ini… sama tante dan om gw dilarang malah sampe si cowoknya di usir,1
1519,"Iya cin, negara sndri msih kere sok musuhi amerika? 
Di lempar bom kayak herosima nagasaki dijepang baru trasa ya? 
Sok2 an anti kafir, kl gak ada kafir aja lapar gak bisa kerja cari makan ??? 
Bodoh itu jgn bangga ya, memalukan!!!  ",1
1520,"Ciiee..p' bos,ratu mo urus 'remas susu' dl ‎​ƗƗɑƗƗɑƗƗɑƗƗɑ..""@ratu_purwati: izin ya pak bos, ada sesuatu niy :-p sesuatu banget..""",3
1521,dasar papua otak mati... ko bodok sampe... anj**g berak ko pu mulut teu baru ko bilang mukjizat.. goblok… [pic] — https://path.com/p/1AiSRm ,1
1522,"@BasherRL heh kontol, jan sok pemes lu di rp, muka kek memek, org tua lu kek monyet, agama lu aje agama kontol 38",1
1523,FT: Persipura (2) Vs Arema(1) Papua Anjing+Panpel Bedesss+Wasit Goblok KOMDIS mana kebijakan'mu Liat td Panpel Papua pic.twitter.com/mM8dk5nFSR,1
1524,"Ga ada yang minat nih ? 
#kontol #memek #sange #toket #memekbasah #toketgede #memeksempit #ngentot #bokep #gangbang #ngaceng #horny #bo #vcswhatsapppic.twitter.com/bZAwiZwlzV",3
1525,FPI gak mau dipimpin kafir ? Saya juga gak mau dipimpin FPI... Trus piye ? Referendum aja yuk : dukung atau usir FPI.,1
1526,"@BasherRL heh kontol, jan sok pemes lu di rp, muka kek memek, org tua lu kek monyet, agama lu aje agama kontol 38",1
1527,Wanita Kesepian Pingin di Kelon<https://s.id/2arYW > >https://s.id/2ahYL  < #Vcs #Ps #Cs #Bokep #bokepbarat #bokepjepang #bokepindonesia #ngewe #Memek #Kekinian #hitskekinian #Bugil #Seksi #videobokep #videohot #mesum #Tantegirang #Brondong #memekbasah #cewek #dagelanpic.twitter.com/lmhz0NlZ9t,3
1528,"Semua negara yg berpenduduk Cina bersih banget, tertata rapi, tertib, nyaman, sehat, tidak banjir, sangat aman, bahkan tidak ada copet, contohnya Singapura, negara Arab jorok,kumuh,hancur,bom trus meledak, perang dimana2,akhirnya mengungsi ke Eropa, hidup dari belas kasihan kafir",2
1529,"Beriman sih, tapi kerjaannya nabokin orang ama nge bom sana sini, lebih baik daripada kafir yg selalu baik membntu sesama. #humanityisdead",1
1530,"Itukan tanah kelahiranmu nyet dasar monyet ""@ReksaFTL48: Ogah kampung mu kan d.papua nggik RT @anggitagita6 Ku pinjami kampung halamanku",1
1531," BAHAN COLI 
#janda #SANGE_AAAAAAAAAAH
#sexy #bispak #birahi #toket #puting
#jilmek #seks #kontol #bokepsemi #bokepindo
#sepong #amoy #bisyar #lonte #jablay #crot #igo #sex
#amoysange #panlok #sange #ngewe #memek #tante #ngentotpic.twitter.com/NPwwKrOLUn",3
1532,"Umpan khilafah dari HTI dibuat Perppu ormas. Lalu, keduanya cari kambing hitam. Padahal keduanya itu terjadi di tengah masa pilkada DKI. Ahok sdh putus hukuman pengadilan. Perppu harus dirubah sesuai dasar hukum atau dicabut oleh pembuatnya. Apalagi? Aneh dihubungkan ke pilpres.",0
1533,RT @JAHANAM_ID: .... RT @KancutGanteng: Itu tetek kek :I RT @Kakek_Gila: Itu hati apa kertas cuk? Kok di Remas-remas terus ama gebetan? #KG,3
1534,"Jgn Sirik ya? Ntar lagi Kafir ngerayain Natal. Jgn BOM sana-sini. Minum obat Tidur, pake sarung dan bubu manis ya?.",1
1535,"yang masih smp/sma/smk sange dm dong
pengen di temenin crot sambil colmekk

YANG ON RETWEET DONGG LANGSUNG AKU DM

#sange #colmek #coli #crot #ngewe #ngentot #memek #kontol #tetek #toket #tocil #kimcil #lonte #cs #ps #vcs #smp",3
1536,"@BasherRL heh kontol, jan sok pemes lu di rp, muka kek memek, org tua lu kek monyet, agama lu aje agama kontol 38",1
1537,"GANYANG AHOK,bukan untuk etnis maaf cina yg solidaritas,memang membangun Bangsa ini tidak lupa akan akar Budaya Bangsa.siang pak@asboediono",1
1538,"ELUS2 MEMEK dulu sebelum tidur dan
bayangin kontol kamu sambil lidah
kamu menjilat2 luar dalam vagina ku
sayaaaaangg #Memek #MONA",3
1539,"RT @glrhn: Ayo Yang bilang mau pindah, mau bunuh diri, mau jadi kafir, mau lari bugil dan mau masturbasi di tempat umum silakan dilaksanakan",1
1540,"Udin petot? udara dingin pengen ngen**t (mau nulis ngentot,tp t'lalu vulgar a') RT @cuz_mya: @vickyBondtonk ga tau asli jawabannya..",3
1541,Film Jepang Romantis Diantara Dua Pilihan - Subtitel Indonesia https://youtu.be/OMVMNvgoT0c  #cewek #memektembem #memekbasah #hot #tetek #tetekbesar #abgngentot #abg #ngentot #ceweknakal #bokepjepang #tetekgede #memekbecek #memekpop #toketbesar #jav,3
1542,"BAHAN COLI 
#sexy #bispak #birahi
#toket #puting #jilmek #seks #kontol
#bokepsemi #bokepindo #sepong #amoy
#bisyar #lonte #jablay #crot #igo #amoysange #sex
#sange #ngewe #memek #tante #ngentot #janda #panlok
#SANGE_AAAAAAAAAAHpic.twitter.com/ZrhqMvFvRo",3
1543,"@BasherRL heh kontol, jan sok pemes lu di rp, muka kek memek, org tua lu kek monyet, agama lu aje agama kontol 38",3
1544,Hehehe yaudah remas aja nih susu kuu RT @amirdayat: @FhyraSexy aq gk tahan lihat dada kamu. Yg pasti aq pgn remas2 dan ...,3
1545,"Teriak usir kafir harusnya gw yang teriak. Gw 100% Batak 100% Indonesia. Situ  FPI udah numpang, 50% turunan onta, bangga lagi >.<",1
1546,"Radikalisme dan intoleransi yg sangat merusak iman dan moral keagamaan bangsa ini, bom bunuh diri yg meneror ummat beragama, kata kafir dan haram yg selalu dikaitkan dngn perbedaan, yakin dan percaya kalau semua ini tdk segera diakhiri indonesia akan tamat segera https://twitter.com/NainggolanAziz/status/1015755430729953281 …",2
1547,"Apakah harus ada Islamisasi lembaga-lembaga  di Indonesia, spt: KPK Islam, atau mungkin KPK Syariah, atau bagaimana model yang dikehendaki orang yang memperjuangkan mati matian khilafah ini.....
Kami tunggu jawabannya sambil bobok dan mimpi indah....",2
1548,"telah basah oleh lendir memeknya, namun memek tante Juliet memang masih sempit, jadi cuma sepertiga batang otongku yang baru berhasil masuk",3
1549,"""ahmad dhani itu borok, sampah, babi, anjing. Saya adalah orang pertama yg sangat muak liat muka dhani dan saya berbangga.""",1
1550,"maksud lu kan si Djarot..
si Djarot emang kafir... pantas di usir...
dan terbukti kalah Pilkada !
mau konsultan politik nya 1000 orang , tetap aja kalah...
hukum alam ada aksi - reaksi
masyarakat bereaksi atas kedzaliman djarot..
wajar2 aja ! dan lu jg kafir !! https://twitter.com/yunartowijaya/status/929899189076504576 …",1
1551,"Tapi kita yakin isu ganyang PKI sudah usai tinggal isu ""GANYANG CINA""yg blm tuntas2 juga ? 1998 itu baru ""pemanasan"" 2014 baru timingnya",1
1552,"twitter gue di bajak, tai bner RT @caeesaar Hahaha goblok! Tahan nafsu birahi tul! RT @soniagabs: Astaga -_- RT @louislatul: pengen ngewe ni",1
1553,"AWAS...!

JANGAN SAMPAI

TERCATAT DALAM SEJARAH

ANDA PENDUKUNG PENISTA AGAMA

HINA DI DUNIA

SENGSARA DI AKHIRAT

NA'UUDZU BILLAAHI MIN DZAALIK

•pic.twitter.com/MG02sGIfkW",1
1554,"Tetek RT @avin_sanders: apa coba? RT @akbaargw Bukan, yang lain RT @avin_sanders: jeruk diremas? sarap ni orang RT akbaargw Enakan yg remas",3
1555,"Trus? Lo curhat gitu? Wkwk RT @Hanraswandy: gue knape? RT @ojaneojan Sape si yg nelfon pk unkown number tbtb ngmng ""woy ngentot"" pengen dika",1
1556,mulia ini. Bom shahid ini adalah untuk kalian semua orang-orang kafir. Kalian akan kami kejar walaupun kalian lari ke awan. Kematian kalian,1
1557,8. Ciri khas mereka lainnya adalah: “Mereka membunuh kaum muslimin dan membiarkan orang2 kafir” (Ingat bom di Masjid Mapolres Cirebon ?),1
1558,"Sebentar lagi bakal ada yg menuduh #MUI kafir, antek asing dan aseng, PKI, Islamnya tdk kaffah dll. Atau mungkin akan ada yang lempar bom molotov ke gedung MUI!
Waspadalah!",1
1559,LOL wah org papua dong yang RT @sukmawiee: Gasah d bakar dah gosong..uuuppzz maaf kceplosan  ƪ(˘⌣˘)┐ ƪ(˘⌣˘)ʃ ┌(˘⌣˘)ʃ RT http://mtw.tl/l6rdqw,1
1560,"FPI bertgkah lg! Woooyy... Motto bangsa ini: Bhinneka Tunggal Ika, Berbeda Tapi Satu. Bukannya: Sorban dan Hijab Rules, Kafir Usir Saja.",1
1561,"W pnya tmn dah nikah n pnya anak 2, wkt tdur breng w kontol dia dimain2in dia mau sih, mau d sepong ma w dia nolak. Dia gay bkn?",3
1562,"•

""Waspadai Propaganda Recehan""



Jangan biarkan orang-orang yg anti Syariat Islam menguasai politik dan pemerintahan.



Ayo.. Rapatkan barisan & jaga persatuan. Jadikan Pilkada 2018 serta Pilpres 2019, sbg momentun kebangkitan & kemenangan bagi Umat Islam.

https://www.instagram.com/p/BhPxfyNn7we/ pic.twitter.com/XpnvK50jNV",0
1563,"Ya ampun ram, galak sekali RT @stashiadachlan: Ya ampun ram.. :( sadis amat RT @rammm09: bsk ul sosioo anjing bangsat ngentot kontol memek .",3
1564,"Salah :p RT @ndyaditya: bodoan sapi, susu nya di remas eh perah tiap hari tapi gak nuntut RT @kimswie Pinter mana, sapi atau ayam?",3
1565,"Pengen kenyot susu ibu-ibu, yang besar,, yang putingnya rada item namun sangat nikmat, Pengen remas-remas dan kenyot abis susu bu enok!",3
1566,"Ini seperti yg disarankan oleh Aa Gym, untuk memperkarakan supaya keadilan ditegakkan. Tp ini hanya parsial. Solusinya tegakkan Khilafah. https://twitter.com/detikcom/status/784325744453296129 …",1
1567,"DULU

Ayo gantung HT

Ayo bunuh HT



SEKARANG

Siap bela kafir?

Siap bela china?

Siap bela kutil babi?



Semuanya... http://fb.me/BYVVXpAg ",1
1568,"Yess hhmm mmm enak ngk? ""@aarrieell69: @noonamanda2 ne ariel sodorin kontol.. Dea sepong ya? Buka mulut sayang.. Ariel masukin kontol ke m",3
1569,"I added a video to a @YouTube playlist http://youtu.be/ajKBLoef2t0?a  Awas Jantungan,!! Tante Cantik pamer Tetek Gede, Minta di Remas Katanya",3
1570,Kalau perlu di konglomerat properti reklamasi kita usir dinegara ini ma anak cucunya yg bikin kacau bangsa ini. Anjing kafir semua dia.,1
1571,"Suka yg bersih lah.. RT""@BigCrot: Kalo cewek suka kontol yg jembut'nya lebat apa yg ​​Ğªќ ada jembut'nya sih.?..*yg merasa cewek replay*""",1
1572,"abi bilang yuk kita bunuh sembilan kafir malam ini,aku bingung maksudnya apa ya oh ternyata amalan yg ituuuu pahalanya sama dg yg abi bilang",1
1573,"Memang jembut lebat..
Ada di dalam kelompok itu, tp berperan seolah2 moderator.. 
Mules jadinya pengen pup begitu aku ketemu namanya.. ",3
1574,"kalo d kalsel, nyebut ibu bapak nabi kafir, hny ada 3 pilihan om, Debat ilmiah, klo mnolak brarti kmi usir, klw melawan kami bantai ",1
1575,79. Sejenis manusia yg tak berbulu. Xdak bulu dada. Bulu kaki sikit jrang2. Bulu ketiak boleh kira ad brp helai. Bulu jembut ja lebat.,3
1576,"Saos tomat d makan banyak2.jembut lebat paling enak ;)RT ""@eve_xxx: otak udang saos tomat. udah ngangkang gak liat jembutnya lebat :))",3
1577,ratederpe: #rrp bayangin aku sepong oppa abis itu aku masukin kontol oppa ke memek terus oppa nyusu di nenen sambil aku goyangin memek. Ugh…,3
1578,"Kon kan kafir,brarti ta pateni yo RT @SyahHisyam: mateni wong kafir ""@dimbo32: Bunuh diri a RT @SyahHisyam: ayo melu aku """,1
1579,"""Lalu ISISnya bentukan amerika? Drama trs. Kafir penuh fitnah. @ferrykoto @detikcom:Amerika Serikat Kecam Serangan Teror Bom ISIS di Jakarta",1
1580,"@hyukisseu Panjang 29cm, berurat, tegang, dan penuh dng peju!..Malam ini kontol aku buat kamu, dear.. #sange #memek #ngentot #hardsex #bdsm",3
1581,Sama aja sih kalau bentuk memeknha.. Tapi kalau jembut nya beda beda.. Mungkin ada yang pas abis di cukur atau udah lebat,3
1582,Khusus cwe inbox aja privasi aman  #abgmesum #abgngentot #abgsange #bokepsma #bokepindonesia #ceweksange #cewekbookingan #Hijabers #jilboob #jandasange #Jandakesepian #MEMEKBASAH #SANGE_AAAAAAAAAAH #sangekberat #tantebispak #tantekesepian #tantemontok #jambi #wanita #bokepjilbab,3
1583,"Gra2 ad kaum yg mau usir, nabi bgt kan!RT @defenderofsnape: nabi apaan lu jong?? RT @jonkijong: Dasar kafir, (cont) http://tl.gd/2urgoo",3
1584,"Sni biar Ǎƙǜ ja ƴάпб sdok ƴå say#goyng mju mndur :D""@Fatikasari69: Kontol mana kontol memek ganas mencari im coming...baby sodok memek tika",1
1585,"Tangan kamu remas tetek aku dong @NiceGuy173: pasti sya emut2 itil kamu sambil sya sedot pelan2 slurupp, tangan sya mainin ujung meki kamu",3
1586,@Seokkie92 *buka cd lu* ahh.. Kangen sama kontol lu.. *pegang kontol lu* *jilat2 pangkalnya* eumhhh ngghhh *masukin palkonnya* *sepong kuat*,3
1587,"usir setannya hush hush RT @ecy_yessi :Dasar mata yaaa dajakin bc AlQur'an ngntuknya, pas liat intrnet mlek bgd...dsr kafir..:-",1
1588,"pic.twitter.com/Ksw95aGSU1
#memek #ngentot #sangek #enak #seks #kontol #abg #pentil #payudara #blowjob #horny #bokep #bokepsemi #bokepindo #ngewe #sepong #amoy #enak #bispak #bisyar #lonte #jablay
BONUS 10.000 >>http://bit.ly/2LnlpmE ",3
1589,"Akun real sex yg wajib DP palsu semua ati""gays buat para hipersex #sange #memek #kontol #horny #jablay #sepong #sex",3
1590,"Hha kta siapa ud aman? Msh ad 1lg jin.ny hha RT @ntuuuuu: hha , jin kafir nya udah di usir yeuhh , jadi aman :DRT @TikaRachmawati: Ngomong",1
1591,"""responden2 yangg goblok2 belum faham & juga wartawan beritasatu juga goblok, nanti klo anies-sandy sudah memimpin sangat mudah""",1
1592,Maaf.mungkin ada ayat di Alquran yg di salah tafsirkan.yg ajarkan Jihad=bom bunuh diri.halal perangi kafir.demokratis UU Pancasila buatan manusia Thogut.maaf usul sy ayat2 perang tsb jgn pake lg. dan ulama&politikus sara yg tafsirkan radikal tangkap.ksh sertifikasi/syarat dakwah,1
